ensembl_gene_id;gene_symbol_hint;platform;mean;sd
ENSG00000184985;SORCS2;RNA_Seq;5,2171;4,0498
ENSG00000184986;TMEM121;RNA_Seq;4,148;3,1547
ENSG00000184988;TMEM106A;RNA_Seq;6,8446;1,6911
ENSG00000184990;SIVA1;RNA_Seq;10,8575;0,6662
ENSG00000184991;TTTY13;RNA_Seq;-1,435;1,7333
ENSG00000184992;BRI3BP;RNA_Seq;10,6664;1,1858
ENSG00000184995;IFNE;RNA_Seq;2,4718;3,6582
ENSG00000184999;SLC22A10;RNA_Seq;-0,7992;1,8068
ENSG00000185000;DGAT1;RNA_Seq;10,8938;1,0482
ENSG00000185002;RFX6;RNA_Seq;0,1836;2,6537
ENSG00000185008;ROBO2;RNA_Seq;4,6091;3,7293
ENSG00000185009;AP3M1;RNA_Seq;10,9464;0,7455
ENSG00000185010;F8;RNA_Seq;7,4174;1,482
ENSG00000185013;NT5C1B;RNA_Seq;3,1693;1,6855
ENSG00000185015;CA13;RNA_Seq;7,6208;2,0629
ENSG00000185019;UBOX5;RNA_Seq;8,8867;0,645
ENSG00000185022;MAFF;RNA_Seq;9,3243;1,3391
ENSG00000185024;BRF1;RNA_Seq;10,2991;0,6371
ENSG00000185028;LRRC14B;RNA_Seq;1,3406;2,6141
ENSG00000185031;SLC2A3P2;RNA_Seq;1,0278;2,1867
ENSG00000185033;SEMA4B;RNA_Seq;11,5055;1,6493
ENSG00000185037;ZNF733P;RNA_Seq;-1,2375;1,6586
ENSG00000185038;MROH2A;RNA_Seq;1,6539;3,1945
ENSG00000185040;SPDYE16;RNA_Seq;7,8796;0,8772
ENSG00000185041;RP11-321E2.6;RNA_Seq;-1,3517;1,5012
ENSG00000185043;CIB1;RNA_Seq;11,3826;1,1908
ENSG00000185046;ANKS1B;RNA_Seq;4,4871;2,9286
ENSG00000185049;NELFA;RNA_Seq;10,1031;0,6256
ENSG00000185052;SLC24A3;RNA_Seq;5,2852;3,615
ENSG00000185053;SGCZ;RNA_Seq;-0,6018;2,266
ENSG00000185055;EFCAB10;RNA_Seq;4,4931;1,1467
ENSG00000185056;C5orf47;RNA_Seq;-0,0009;1,9532
ENSG00000185065;AC000068.5;RNA_Seq;4,7814;1,0835
ENSG00000185069;KRT76;RNA_Seq;-0,5758;2,0806
ENSG00000185070;FLRT2;RNA_Seq;6,4334;3,6335
ENSG00000185074;OR7E31P;RNA_Seq;-0,4272;1,9964
ENSG00000185078;AC093698.1;RNA_Seq;-1,1349;1,6561
ENSG00000185085;INTS5;RNA_Seq;9,7714;0,4618
ENSG00000185087;FAM169B;RNA_Seq;-0,2297;2,3394
ENSG00000185088;RPS27L;RNA_Seq;10,5382;1,046
ENSG00000185090;MANEAL;RNA_Seq;7,9934;2,1178
ENSG00000185100;ADSSL1;RNA_Seq;7,3481;1,9095
ENSG00000185101;ANO9;RNA_Seq;9,6205;2,9926
ENSG00000185104;FAF1;RNA_Seq;10,8366;0,5863
ENSG00000185105;MYADML2;RNA_Seq;3,046;2,5176
ENSG00000185112;FAM43A;RNA_Seq;7,3239;2,3704
ENSG00000185115;NSMCE3;RNA_Seq;8,782;0,6863
ENSG00000185122;HSF1;RNA_Seq;11,3825;0,6978
ENSG00000185127;C6orf120;RNA_Seq;9,6003;0,6762
ENSG00000185129;PURA;RNA_Seq;9,8972;0,7237
ENSG00000185130;HIST1H2BL;RNA_Seq;1,8048;1,8843
ENSG00000185133;INPP5J;RNA_Seq;7,2498;1,9306
ENSG00000185149;NPY2R;RNA_Seq;-0,8496;1,8805
ENSG00000185155;MIXL1;RNA_Seq;1,6576;2,4895
ENSG00000185156;MFSD6L;RNA_Seq;3,5016;3,5952
ENSG00000185158;LRRC37B;RNA_Seq;8,6307;0,7032
ENSG00000185163;DDX51;RNA_Seq;10,2569;0,5677
ENSG00000185164;NOMO2;RNA_Seq;12,4221;0,8046
ENSG00000185168;LINC00482;RNA_Seq;4,9295;2,7075
ENSG00000185176;AQP12B;RNA_Seq;1,7211;3,4003
ENSG00000185177;ZNF479;RNA_Seq;-0,9051;1,6937
ENSG00000185182;GOLGA8DP;RNA_Seq;-0,9422;2,0347
ENSG00000185186;LINC00313;RNA_Seq;2,9584;2,2215
ENSG00000185187;SIGIRR;RNA_Seq;9,2845;1,8074
ENSG00000185189;NRBP2;RNA_Seq;10,7859;1,1141
ENSG00000185198;PRSS57;RNA_Seq;-0,9011;1,7496
ENSG00000185201;IFITM2;RNA_Seq;8,4759;2,9481
ENSG00000185203;WASIR1;RNA_Seq;-0,2489;2,4008
ENSG00000185215;TNFAIP2;RNA_Seq;10,9869;2,4637
ENSG00000185219;ZNF445;RNA_Seq;10,4914;0,765
ENSG00000185220;PGBD2;RNA_Seq;8,1221;0,6723
ENSG00000185221;GAPDHP24;RNA_Seq;-1,3207;1,477
ENSG00000185222;WBP5;RNA_Seq;10,2741;1,6032
ENSG00000185231;MC2R;RNA_Seq;-1,5301;1,6034
ENSG00000185236;RAB11B;RNA_Seq;11,0498;0,5755
ENSG00000185238;PRMT3;RNA_Seq;9,8499;0,69
ENSG00000185245;GP1BA;RNA_Seq;5,2741;1,4518
ENSG00000185246;PRPF39;RNA_Seq;10,7978;0,567
ENSG00000185247;MAGEA11;RNA_Seq;1,8927;3,8047
ENSG00000185250;PPIL6;RNA_Seq;5,9619;1,1591
ENSG00000185252;ZNF74;RNA_Seq;9,3642;0,9222
ENSG00000185261;KIAA0825;RNA_Seq;5,2236;1,455
ENSG00000185262;UBALD2;RNA_Seq;10,3032;0,9339
ENSG00000185264;TEX33;RNA_Seq;-1,2719;1,4504
ENSG00000185267;CDNF;RNA_Seq;5,6156;1,2098
ENSG00000185269;NOTUM;RNA_Seq;4,781;3,6144
ENSG00000185271;KLHL33;RNA_Seq;0,1621;2,0158
ENSG00000185272;RBM11;RNA_Seq;4,5756;3,0551
ENSG00000185274;WBSCR17;RNA_Seq;1,7077;4,207
ENSG00000185275;CD24P4;RNA_Seq;-1,1408;1,4309
ENSG00000185278;ZBTB37;RNA_Seq;9,7721;0,9478
ENSG00000185290;NUPR2;RNA_Seq;0,9936;3,1996
ENSG00000185291;IL3RA;RNA_Seq;3,3533;2,2666
ENSG00000185294;SPPL2C;RNA_Seq;-1,1181;1,8458
ENSG00000185296;CTD-2139B15.1;RNA_Seq;-1,3475;1,5553
ENSG00000185298;CCDC137;RNA_Seq;10,172;0,6701
ENSG00000185303;SFTPA2;RNA_Seq;3,6192;3,8916
ENSG00000185304;RGPD2;RNA_Seq;6,1953;3,3887
ENSG00000185305;ARL15;RNA_Seq;8,6306;1,2049
ENSG00000185306;C12orf56;RNA_Seq;4,1214;3,596
ENSG00000185313;SCN10A;RNA_Seq;-1,0672;1,5744
ENSG00000185319;SSXP4;RNA_Seq;-1,297;1,3932
ENSG00000185324;CDK10;RNA_Seq;10,9494;0,7183
ENSG00000185332;TMEM105;RNA_Seq;5,0497;2,3593
ENSG00000185338;SOCS1;RNA_Seq;5,6979;2,1851
ENSG00000185339;TCN2;RNA_Seq;8,4007;1,9843
ENSG00000185340;GAS2L1;RNA_Seq;9,1066;1,6149
ENSG00000185344;ATP6V0A2;RNA_Seq;10,3074;0,5768
ENSG00000185345;PARK2;RNA_Seq;5,5226;1,643
ENSG00000185347;C14orf80;RNA_Seq;9,1729;0,9343
ENSG00000185352;HS6ST3;RNA_Seq;2,4118;3,6922
ENSG00000185359;HGS;RNA_Seq;12,0975;0,5614
ENSG00000185361;TNFAIP8L1;RNA_Seq;9,2579;0,7639
ENSG00000185372;OR2V1;RNA_Seq;-1,282;1,8406
ENSG00000185379;RAD51D;RNA_Seq;9,4622;0,6418
ENSG00000185385;OR7A17;RNA_Seq;-1,2329;1,3005
ENSG00000185386;MAPK11;RNA_Seq;7,2939;2,5292
ENSG00000185390;FGF7P2;RNA_Seq;-1,4302;1,764
ENSG00000185404;SP140L;RNA_Seq;8,733;1,926
ENSG00000185414;MRPL30;RNA_Seq;10,6793;0,5231
ENSG00000185418;TARSL2;RNA_Seq;8,5896;1,0134
ENSG00000185420;SMYD3;RNA_Seq;9,2828;0,908
ENSG00000185432;METTL7A;RNA_Seq;8,7237;2,4143
ENSG00000185433;LINC00158;RNA_Seq;0,29;2,2991
ENSG00000185436;IFNLR1;RNA_Seq;8,844;1,0417
ENSG00000185437;SH3BGR;RNA_Seq;6,0003;1,5615
ENSG00000185442;FAM174B;RNA_Seq;8,0332;2,0077
ENSG00000185448;FAM47A;RNA_Seq;-1,1531;1,4415
ENSG00000185453;C19orf68;RNA_Seq;8,4201;0,7185
ENSG00000185467;KPNA7;RNA_Seq;3,7516;2,8838
ENSG00000185475;TMEM179B;RNA_Seq;10,0832;0,5987
ENSG00000185477;GPRIN3;RNA_Seq;7,5628;2,5675
ENSG00000185479;KRT6B;RNA_Seq;7,1545;4,6604
ENSG00000185480;PARPBP;RNA_Seq;8,9842;0,7312
ENSG00000185482;STAC3;RNA_Seq;5,5682;1,7585
ENSG00000185483;ROR1;RNA_Seq;5,8158;3,4834
ENSG00000185485;SDHAP1;RNA_Seq;9,6041;0,7158
ENSG00000185495;RP11-504P24.3;RNA_Seq;8,6155;0,8028
ENSG00000185499;MUC1;RNA_Seq;10,1841;2,8968
ENSG00000185504;FAAP100;RNA_Seq;10,5399;0,7059
ENSG00000185507;IRF7;RNA_Seq;8,8451;1,6357
ENSG00000185513;L3MBTL1;RNA_Seq;8,6405;1,5151
ENSG00000185515;BRCC3;RNA_Seq;10,1213;0,7985
ENSG00000185518;SV2B;RNA_Seq;4,7029;2,0933
ENSG00000185519;FAM131C;RNA_Seq;5,199;2,3015
ENSG00000185522;LMNTD2;RNA_Seq;6,672;1,4259
ENSG00000185523;SPATA45;RNA_Seq;-0,2328;2,0034
ENSG00000185527;PDE6G;RNA_Seq;1,7713;2,3618
ENSG00000185532;PRKG1;RNA_Seq;5,7899;2,3528
ENSG00000185551;NR2F2;RNA_Seq;9,5654;1,8113
ENSG00000185559;DLK1;RNA_Seq;1,7939;4,2265
ENSG00000185561;TLCD2;RNA_Seq;8,7038;1,1064
ENSG00000185565;LSAMP;RNA_Seq;5,3676;3,7533
ENSG00000185567;AHNAK2;RNA_Seq;11,5466;2,4419
ENSG00000185585;OLFML2A;RNA_Seq;7,5849;3,0396
ENSG00000185591;SP1;RNA_Seq;12,1279;0,5765
ENSG00000185594;SPATA8;RNA_Seq;-1,1471;1,7196
ENSG00000185596;WASH3P;RNA_Seq;10,1964;0,6764
ENSG00000185607;ACTBP7;RNA_Seq;0,1427;2,1482
ENSG00000185608;MRPL40;RNA_Seq;9,608;0,7167
ENSG00000185610;DBX2;RNA_Seq;-0,4071;2,3038
ENSG00000185614;FAM212A;RNA_Seq;4,3485;2,8319
ENSG00000185615;PDIA2;RNA_Seq;4,3609;2,8004
ENSG00000185619;PCGF3;RNA_Seq;11,6673;0,6603
ENSG00000185621;LMLN;RNA_Seq;9,3007;1,0315
ENSG00000185624;P4HB;RNA_Seq;14,8795;0,8073
ENSG00000185627;PSMD13;RNA_Seq;12,0003;0,6093
ENSG00000185630;PBX1;RNA_Seq;10,1477;2,6341
ENSG00000185631;AC017079.3;RNA_Seq;-1,1824;1,7205
ENSG00000185633;NDUFA4L2;RNA_Seq;7,639;3,5725
ENSG00000185634;SHC4;RNA_Seq;5,3288;2,1928
ENSG00000185638;FTH1P14;RNA_Seq;-1,1031;1,6327
ENSG00000185640;KRT79;RNA_Seq;1,7086;3,1062
ENSG00000185641;CTD-2287O16.1;RNA_Seq;-0,3057;1,7311
ENSG00000185650;ZFP36L1;RNA_Seq;12,2081;1,3926
ENSG00000185651;UBE2L3;RNA_Seq;11,7879;0,552
ENSG00000185652;NTF3;RNA_Seq;1,8064;3,5065
ENSG00000185658;BRWD1;RNA_Seq;11,5911;0,7395
ENSG00000185662;SMIM23;RNA_Seq;-1,3973;1,5567
ENSG00000185664;PMEL;RNA_Seq;6,8262;2,3232
ENSG00000185666;SYN3;RNA_Seq;3,1614;3,1609
ENSG00000185668;POU3F1;RNA_Seq;2,5319;3,6508
ENSG00000185669;SNAI3;RNA_Seq;3,044;1,8075
ENSG00000185670;ZBTB3;RNA_Seq;7,4311;0,5722
ENSG00000185674;LYG2;RNA_Seq;0,8779;1,8368
ENSG00000185681;MORN5;RNA_Seq;0,2081;2,3659
ENSG00000185684;EP400NL;RNA_Seq;9,4458;0,7773
ENSG00000185686;PRAME;RNA_Seq;7,254;4,4744
ENSG00000185689;C6orf201;RNA_Seq;2,0377;2,2157
ENSG00000185697;MYBL1;RNA_Seq;8,26;1,975
ENSG00000185700;TTTY8B;RNA_Seq;-1,4736;1,5975
ENSG00000185701;OR5M5P;RNA_Seq;-1,1506;1,5057
ENSG00000185710;SMG1P4;RNA_Seq;6,3595;1,8362
ENSG00000185716;C16orf52;RNA_Seq;9,0258;0,8322
ENSG00000185721;DRG1;RNA_Seq;10,7381;0,6362
ENSG00000185722;ANKFY1;RNA_Seq;11,2896;0,6591
ENSG00000185728;YTHDF3;RNA_Seq;11,6706;0,5973
ENSG00000185730;ZNF696;RNA_Seq;8,2579;0,7857
ENSG00000185736;ADARB2;RNA_Seq;1,5687;3,4137
ENSG00000185737;NRG3;RNA_Seq;1,1094;3,5152
ENSG00000185739;SRL;RNA_Seq;2,6453;2,7741
ENSG00000185742;C11orf87;RNA_Seq;0,7533;3,3801
ENSG00000185745;IFIT1;RNA_Seq;7,9143;2,4086
ENSG00000185753;CXorf38;RNA_Seq;10,0111;0,7744
ENSG00000185758;CLDN24;RNA_Seq;-0,1562;2,4067
ENSG00000185760;KCNQ5;RNA_Seq;4,5452;4,53
ENSG00000185761;ADAMTSL5;RNA_Seq;5,6776;2,8026
ENSG00000185774;KCNIP4;RNA_Seq;4,9302;1,3283
ENSG00000185775;SPATA31A6;RNA_Seq;-0,6562;1,5515
ENSG00000185787;MORF4L1;RNA_Seq;12,8768;0,6084
ENSG00000185792;NLRP9;RNA_Seq;-0,5858;1,9162
ENSG00000185798;WDR53;RNA_Seq;8,3932;0,8103
ENSG00000185800;DMWD;RNA_Seq;9,8598;0,7045
ENSG00000185803;SLC52A2;RNA_Seq;11,2236;0,9588
ENSG00000185808;PIGP;RNA_Seq;8,5751;0,7303
ENSG00000185811;IKZF1;RNA_Seq;3,5682;3,2395
ENSG00000185813;PCYT2;RNA_Seq;10,4302;0,8082
ENSG00000185818;NAT8L;RNA_Seq;5,0662;3,8489
ENSG00000185821;OR6C76;RNA_Seq;-1,4862;1,6212
ENSG00000185823;NPAP1;RNA_Seq;3,1459;1,5488
ENSG00000185825;BCAP31;RNA_Seq;12,9166;0,8674
ENSG00000185829;ARL17A;RNA_Seq;10,0215;0,8558
ENSG00000185834;RPL12P4;RNA_Seq;0,6283;1,6634
ENSG00000185837;CECR5-AS1;RNA_Seq;1,6334;1,731
ENSG00000185838;GNB1L;RNA_Seq;7,6712;0,9537
ENSG00000185839;RP4-592A1.2;RNA_Seq;0,0801;1,8993
ENSG00000185842;DNAH14;RNA_Seq;8,2171;1,7234
ENSG00000185847;LINC01405;RNA_Seq;-0,6512;2,0971
ENSG00000185860;CCDC190;RNA_Seq;1,8595;4,1301
ENSG00000185862;EVI2B;RNA_Seq;3,1157;2,9822
ENSG00000185863;TMEM210;RNA_Seq;-0,0525;1,9276
ENSG00000185864;NPIPB4;RNA_Seq;11,0548;0,736
ENSG00000185869;ZNF829;RNA_Seq;7,3472;1,4714
ENSG00000185873;TMPRSS11B;RNA_Seq;-0,2611;3,2328
ENSG00000185875;THNSL1;RNA_Seq;8,029;1,1095
ENSG00000185880;TRIM69;RNA_Seq;9,047;1,2422
ENSG00000185883;ATP6V0C;RNA_Seq;11,3059;0,6677
ENSG00000185885;IFITM1;RNA_Seq;9,9171;3,0009
ENSG00000185888;PRSS38;RNA_Seq;-1,1804;1,5459
ENSG00000185894;BPY2C;RNA_Seq;-1,5161;1,8355
ENSG00000185896;LAMP1;RNA_Seq;13,1853;0,8443
ENSG00000185897;FFAR3;RNA_Seq;-0,8088;1,565
ENSG00000185899;TAS2R60;RNA_Seq;-0,8483;1,964
ENSG00000185900;POMK;RNA_Seq;6,7115;1,4129
ENSG00000185903;OR11N1P;RNA_Seq;-0,801;1,8829
ENSG00000185904;LINC00839;RNA_Seq;5,9471;2,4425
ENSG00000185905;C16orf54;RNA_Seq;2,0297;3,0871
ENSG00000185909;KLHDC8B;RNA_Seq;7,938;1,8158
ENSG00000185915;KLHL34;RNA_Seq;1,227;3,0813
ENSG00000185917;SETD4;RNA_Seq;9,7717;0,5951
ENSG00000185920;PTCH1;RNA_Seq;9,2676;1,7224
ENSG00000185924;RTN4RL1;RNA_Seq;4,4921;3,7365
ENSG00000185926;OR4C46;RNA_Seq;-1,5449;1,4483
ENSG00000185933;CALHM1;RNA_Seq;0,7477;2,1385
ENSG00000185940;KRTAP5-5;RNA_Seq;-0,3389;2,0695
ENSG00000185942;NKAIN3;RNA_Seq;0,2527;2,3475
ENSG00000185946;RNPC3;RNA_Seq;9,92;0,8601
ENSG00000185947;ZNF267;RNA_Seq;9,2884;0,686
ENSG00000185950;IRS2;RNA_Seq;10,0754;1,6521
ENSG00000185955;C7orf61;RNA_Seq;3,0268;1,8833
ENSG00000185958;FAM186A;RNA_Seq;3,0176;1,2795
ENSG00000185960;SHOX;RNA_Seq;0,6573;1,9666
ENSG00000185962;LCE3A;RNA_Seq;-1,166;2,2264
ENSG00000185963;BICD2;RNA_Seq;10,8465;1,164
ENSG00000185966;LCE3E;RNA_Seq;0,2726;3,2769
ENSG00000185972;CCIN;RNA_Seq;0,6957;2,7332
ENSG00000185973;TMLHE;RNA_Seq;8,597;1,4393
ENSG00000185974;GRK1;RNA_Seq;1,6409;2,8372
ENSG00000185982;DEFB128;RNA_Seq;-1,3446;1,4604
ENSG00000185985;SLITRK2;RNA_Seq;0,9742;3,4082
ENSG00000185986;SDHAP3;RNA_Seq;5,3961;1,7561
ENSG00000185988;PLK5;RNA_Seq;0,8569;2,2665
ENSG00000185989;RASA3;RNA_Seq;8,7128;2,6757
ENSG00000186001;LRCH3;RNA_Seq;10,7481;0,6888
ENSG00000186007;LEMD1;RNA_Seq;5,0515;2,9928
ENSG00000186008;RPS4XP21;RNA_Seq;-1,138;1,584
ENSG00000186009;ATP4B;RNA_Seq;-0,2705;2,2036
ENSG00000186010;NDUFA13;RNA_Seq;11,61;0,6846
ENSG00000186017;ZNF566;RNA_Seq;8,5615;0,9369
ENSG00000186019;AC084219.4;RNA_Seq;4,748;3,195
ENSG00000186020;ZNF529;RNA_Seq;9,4408;1,462
ENSG00000186026;ZNF284;RNA_Seq;7,2152;1,1608
ENSG00000186038;HTR3E;RNA_Seq;-0,2597;2,6399
ENSG00000186047;DLEU7;RNA_Seq;3,5268;2,1389
ENSG00000186049;KRT73;RNA_Seq;-0,4489;2,3782
ENSG00000186051;TAL2;RNA_Seq;1,4041;2,0955
ENSG00000186056;MATN1-AS1;RNA_Seq;6,3662;0,9972
ENSG00000186063;AIDA;RNA_Seq;11,5392;0,7131
ENSG00000186073;C15orf41;RNA_Seq;8,378;1,1428
ENSG00000186074;CD300LF;RNA_Seq;0,0843;2,2312
ENSG00000186075;ZPBP2;RNA_Seq;-0,66;2,0017
ENSG00000186076;RP11-887P2.3;RNA_Seq;-1,2191;1,68
ENSG00000186081;KRT5;RNA_Seq;9,0795;5,3017
ENSG00000186082;KRT18P14;RNA_Seq;-1,0946;1,4941
ENSG00000186086;NBPF6;RNA_Seq;2,1368;3,4984
ENSG00000186088;GSAP;RNA_Seq;9,0984;1,8489
ENSG00000186090;HTR3D;RNA_Seq;-1,3427;1,6707
ENSG00000186092;OR4F5;RNA_Seq;-1,5062;1,8425
ENSG00000186094;AGBL4;RNA_Seq;2,7358;2,4348
ENSG00000186103;ARGFX;RNA_Seq;-0,9237;1,6568
ENSG00000186104;CYP2R1;RNA_Seq;9,0992;1,0172
ENSG00000186105;LRRC70;RNA_Seq;4,2156;1,1644
ENSG00000186106;ANKRD46;RNA_Seq;9,4551;0,7782
ENSG00000186111;PIP5K1C;RNA_Seq;10,3248;0,7471
ENSG00000186113;OR5D14;RNA_Seq;-1,3214;1,3917
ENSG00000186115;CYP4F2;RNA_Seq;3,6466;4,1032
ENSG00000186117;OR5L1;RNA_Seq;-1,5385;1,6045
ENSG00000186118;TEX38;RNA_Seq;1,1125;1,7723
ENSG00000186119;OR5D18;RNA_Seq;-1,2899;1,3004
ENSG00000186124;OR9M1P;RNA_Seq;-1,2843;1,4524
ENSG00000186130;ZBTB6;RNA_Seq;9,3109;0,6588
ENSG00000186132;C2orf76;RNA_Seq;6,8513;0,7643
ENSG00000186136;TAS2R42;RNA_Seq;-0,5381;1,816
ENSG00000186141;POLR3C;RNA_Seq;10,0723;0,619
ENSG00000186143;PRR30;RNA_Seq;-1,4086;1,6127
ENSG00000186146;DEFB131;RNA_Seq;-1,462;1,3639
ENSG00000186148;AC013271.3;RNA_Seq;1,6818;2,9323
ENSG00000186150;UBL4B;RNA_Seq;0,4603;2,3529
ENSG00000186152;LILRP1;RNA_Seq;-1,2677;1,6337
ENSG00000186153;WWOX;RNA_Seq;8,1426;1,0344
ENSG00000186160;CYP4Z1;RNA_Seq;1,4461;3,0001
ENSG00000186162;CIDECP;RNA_Seq;7,8464;0,7293
ENSG00000186163;TRY2P;RNA_Seq;-1,2192;1,4677
ENSG00000186166;CCDC84;RNA_Seq;9,732;0,7975
ENSG00000186174;BCL9L;RNA_Seq;11,1864;1,2429
ENSG00000186184;POLR1D;RNA_Seq;11,4899;0,8386
ENSG00000186185;KIF18B;RNA_Seq;10,1183;0,938
ENSG00000186187;ZNRF1;RNA_Seq;9,9195;0,8016
ENSG00000186188;FFAR4;RNA_Seq;2,781;3,6011
ENSG00000186190;BPIFB3;RNA_Seq;-1,3716;1,7471
ENSG00000186191;BPIFB4;RNA_Seq;-0,2917;2,3419
ENSG00000186193;SAPCD2;RNA_Seq;10,2991;1,3408
ENSG00000186197;EDARADD;RNA_Seq;4,4338;3,9278
ENSG00000186198;SLC51B;RNA_Seq;2,0711;3,2917
ENSG00000186204;CYP4F12;RNA_Seq;5,4969;4,4349
ENSG00000186205;MARC1;RNA_Seq;8,6556;2,0845
ENSG00000186207;LCE5A;RNA_Seq;-0,5193;1,6924
ENSG00000186212;SOWAHB;RNA_Seq;6,7164;3,2162
ENSG00000186222;BLOC1S4;RNA_Seq;8,5771;0,6777
ENSG00000186223;SSU72P4;RNA_Seq;-1,099;1,5747
ENSG00000186226;LCE1E;RNA_Seq;0,411;3,0244
ENSG00000186230;ZNF749;RNA_Seq;7,8126;0,834
ENSG00000186231;KLHL32;RNA_Seq;3,0217;2,8423
ENSG00000186232;SSU72P3;RNA_Seq;-1,2908;1,6947
ENSG00000186234;FAM86MP;RNA_Seq;-1,3472;1,7325
ENSG00000186235;AC016757.3;RNA_Seq;1,5963;3,3097
ENSG00000186244;RP11-1079K10.1;RNA_Seq;-1,5079;1,5849
ENSG00000186260;MKL2;RNA_Seq;10,9363;0,9045
ENSG00000186265;BTLA;RNA_Seq;1,4395;2,1629
ENSG00000186268;OR10D4P;RNA_Seq;-1,3644;1,3665
ENSG00000186272;ZNF17;RNA_Seq;7,8997;0,6466
ENSG00000186280;KDM4D;RNA_Seq;5,5321;1,2929
ENSG00000186281;GPAT2;RNA_Seq;4,388;2,8875
ENSG00000186283;TOR3A;RNA_Seq;10,8705;0,676
ENSG00000186288;PABPC1L2A;RNA_Seq;-0,8824;1,9909
ENSG00000186297;GABRA5;RNA_Seq;0,7746;3,5343
ENSG00000186298;PPP1CC;RNA_Seq;12,5056;0,54
ENSG00000186300;ZNF555;RNA_Seq;7,6604;1,1116
ENSG00000186301;MST1P2;RNA_Seq;6,3949;1,4112
ENSG00000186306;OR10T2;RNA_Seq;-1,4438;1,4023
ENSG00000186310;NAP1L3;RNA_Seq;2,4907;3,9892
ENSG00000186312;CA5BP1;RNA_Seq;8,0088;0,8391
ENSG00000186314;PRELID2;RNA_Seq;7,8481;1,3248
ENSG00000186318;BACE1;RNA_Seq;9,9102;1,3294
ENSG00000186326;RGS9BP;RNA_Seq;3,0435;1,9625
ENSG00000186328;RP11-140K17.2;RNA_Seq;-1,1661;1,5697
ENSG00000186329;TMEM212;RNA_Seq;8,4049;0,6401
ENSG00000186334;SLC36A3;RNA_Seq;1,5354;1,5019
ENSG00000186335;SLC36A2;RNA_Seq;1,5152;1,8979
ENSG00000186340;THBS2;RNA_Seq;7,0363;3,5794
ENSG00000186350;RXRA;RNA_Seq;11,1938;1,3073
ENSG00000186352;ANKRD37;RNA_Seq;8,7321;1,1551
ENSG00000186354;C9orf47;RNA_Seq;2,4688;2,7163
ENSG00000186364;NUDT17;RNA_Seq;6,668;1,0981
ENSG00000186367;KIAA1024L;RNA_Seq;0,3359;1,8511
ENSG00000186369;LINC00643;RNA_Seq;0,6712;2,9011
ENSG00000186376;ZNF75D;RNA_Seq;9,5149;0,6678
ENSG00000186377;CYP4X1;RNA_Seq;5,3588;3,5794
ENSG00000186393;KRT26;RNA_Seq;-1,3629;1,3351
ENSG00000186395;KRT10;RNA_Seq;9,1382;1,4145
ENSG00000186399;GOLGA8R;RNA_Seq;6,544;1,3871
ENSG00000186400;OR10X1;RNA_Seq;-1,3537;1,3645
ENSG00000186407;CD300E;RNA_Seq;-0,4112;2,0597
ENSG00000186409;CCDC30;RNA_Seq;6,5108;1,1208
ENSG00000186416;NKRF;RNA_Seq;9,3734;0,6024
ENSG00000186417;GLDN;RNA_Seq;5,281;3,0629
ENSG00000186431;FCAR;RNA_Seq;1,1845;1,8243
ENSG00000186432;KPNA4;RNA_Seq;11,8444;0,6053
ENSG00000186439;TRDN;RNA_Seq;0,7267;3,0836
ENSG00000186440;OR6P1;RNA_Seq;-1,4447;1,3511
ENSG00000186442;KRT3;RNA_Seq;0,4089;2,763
ENSG00000186446;ZNF501;RNA_Seq;6,6272;1,8618
ENSG00000186448;ZNF197;RNA_Seq;9,2733;0,7635
ENSG00000186451;SPATA12;RNA_Seq;3,6071;2,3017
ENSG00000186452;TMPRSS12;RNA_Seq;0,0375;1,9383
ENSG00000186453;FAM228A;RNA_Seq;0,9409;2,3872
ENSG00000186458;DEFB132;RNA_Seq;-1,1801;1,4757
ENSG00000186462;NAP1L2;RNA_Seq;2,8174;3,7062
ENSG00000186466;AQP7P1;RNA_Seq;-0,5926;1,9535
ENSG00000186468;RPS23;RNA_Seq;14,033;0,8765
ENSG00000186469;GNG2;RNA_Seq;5,4422;3,7884
ENSG00000186470;BTN3A2;RNA_Seq;9,5152;1,8428
ENSG00000186471;AKAP14;RNA_Seq;0,1952;2,1349
ENSG00000186472;PCLO;RNA_Seq;7,9852;2,6824
ENSG00000186474;KLK12;RNA_Seq;2,4358;3,9875
ENSG00000186479;RGS7BP;RNA_Seq;1,1611;3,2842
ENSG00000186480;INSIG1;RNA_Seq;11,0343;0,9955
ENSG00000186481;ANKRD20A5P;RNA_Seq;4,8009;2,2613
ENSG00000186487;MYT1L;RNA_Seq;4,698;1,1867
ENSG00000186493;C5orf38;RNA_Seq;3,6475;4,0432
ENSG00000186496;ZNF396;RNA_Seq;6,5891;1,0824
ENSG00000186501;TMEM222;RNA_Seq;10,1927;0,5177
ENSG00000186508;OR9I2P;RNA_Seq;-1,1699;1,3355
ENSG00000186509;OR9Q1;RNA_Seq;-1,4862;1,6685
ENSG00000186510;CLCNKA;RNA_Seq;2,5606;2,4513
ENSG00000186513;OR9Q2;RNA_Seq;-1,6538;1,7644
ENSG00000186517;ARHGAP30;RNA_Seq;7,9136;1,8941
ENSG00000186522;SEPT10;RNA_Seq;10,8787;1,4525
ENSG00000186523;FAM86B1;RNA_Seq;8,0016;0,9927
